1,"ïΩê¨22îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
180,"25201","1360","2","","","","é†âÍåß","ëÂí√és","éRíÜí¨","",158,4,6,3,3,1,7,7,16,5,3,11,12,16,17,17,8,12,6,3,1,-,-,13,81,64,30,10,8613,55.0126582278,1,72,1,3,1,1,-,4,3,9,2,1,7,2,9,9,11,1,6,1,1,-,-,-,5,38,29,9,2,3902,54.6944444444,1,86,3,3,2,2,1,3,4,7,3,2,4,10,7,8,6,7,6,5,2,1,-,-,8,43,35,21,8,4711,55.2790697674,-
181,"25201","1370","2","","","","é†âÍåß","ëÂí√és","î‰âbïΩ","",2856,89,124,116,95,115,131,150,183,157,151,175,281,416,267,146,95,90,43,19,4,1,8,329,1854,665,252,67,135210,47.9754213483,60,1335,43,52,56,55,42,62,62,84,77,74,67,140,202,132,86,45,31,13,5,2,-,5,151,865,314,96,20,63202,48.0203007519,29,1521,46,72,60,40,73,69,88,99,80,77,108,141,214,135,60,50,59,30,14,2,1,3,178,989,351,156,47,72008,47.9361001318,31
182,"25201","137001","3","","","","é†âÍåß","ëÂí√és","î‰âbïΩ","ÇPíöñ⁄",722,24,23,29,25,28,33,40,50,39,41,34,62,106,63,47,30,27,13,7,-,-,1,76,458,187,77,20,34952,48.9771151179,24,323,9,10,10,13,10,18,15,23,16,17,11,31,48,31,27,17,10,5,2,-,-,-,29,202,92,34,7,15986,49.9922600619,15,399,15,13,19,12,18,15,25,27,23,24,23,31,58,32,20,13,17,8,5,-,-,1,47,256,95,43,13,18966,48.1532663317,9
183,"25201","137002","3","","","","é†âÍåß","ëÂí√és","î‰âbïΩ","ÇQíöñ⁄",1025,30,48,43,35,39,50,54,61,55,57,69,86,145,104,55,38,28,17,6,3,-,2,121,651,251,92,26,48546,47.9545454545,15,486,17,23,20,21,16,23,28,26,27,31,30,39,69,47,33,15,12,4,2,2,-,1,60,310,115,35,8,22644,47.1886597938,4,539,13,25,23,14,23,27,26,35,28,26,39,47,76,57,22,23,16,13,4,1,-,1,61,341,136,57,18,25902,48.6449814126,11
184,"25201","137003","3","","","","é†âÍåß","ëÂí√és","î‰âbïΩ","ÇRíöñ⁄",1109,35,53,44,35,48,48,56,72,63,53,72,133,165,100,44,27,35,13,6,1,1,5,132,745,227,83,21,51712,47.3405797101,21,526,17,19,26,21,16,21,19,35,34,26,26,70,85,54,26,13,9,4,1,-,-,4,62,353,107,27,5,24572,47.5727969349,10,583,18,34,18,14,32,27,37,37,29,27,46,63,80,46,18,14,26,9,5,1,1,1,70,392,120,56,16,27140,47.1323024055,11
185,"25201","1400","2","","","","é†âÍåß","ëÂí√és","ëÂíJí¨","",435,2,9,10,11,19,21,11,26,23,16,19,35,58,54,34,45,22,14,3,2,-,1,21,239,174,86,19,23986,55.7672811060,4,211,1,4,7,8,11,9,9,14,12,9,7,19,23,26,13,24,9,3,1,1,-,1,12,121,77,38,5,11042,53.0809523810,3,224,1,5,3,3,8,12,2,12,11,7,12,16,35,28,21,21,13,11,2,1,-,-,9,118,97,48,14,12944,58.2857142857,1
186,"25201","1410","2","","","","é†âÍåß","ëÂí√és","í«ï™í¨","",676,27,26,20,32,30,32,44,49,50,58,47,51,65,50,38,20,16,9,2,-,-,10,73,458,135,47,11,29874,45.3558558559,14,360,19,13,11,17,19,16,22,22,31,25,27,34,35,28,18,9,2,4,-,-,-,8,43,248,61,15,4,15300,43.9659090909,7,316,8,13,9,15,11,16,22,27,19,33,20,17,30,22,20,11,14,5,2,-,-,2,30,210,74,32,7,14574,46.9140127389,7
187,"25201","1420","2","","","","é†âÍåß","ëÂí√és","ì°îˆâúí¨","",908,26,19,36,35,52,66,47,45,56,53,57,73,123,68,57,35,20,18,6,1,-,15,81,607,205,80,25,42127,47.6746920493,28,456,10,12,21,20,29,24,31,21,23,31,23,36,70,35,27,14,9,5,2,1,-,12,43,308,93,31,8,20605,46.9076576577,16,452,16,7,15,15,23,42,16,24,33,22,34,37,53,33,30,21,11,13,4,-,-,3,38,299,112,49,17,21522,48.4331848552,12
188,"25201","1430","2","","","","é†âÍåß","ëÂí√és","àÓótë‰","",1221,41,48,53,48,58,62,66,94,50,64,76,84,148,120,71,65,44,21,2,3,-,3,142,750,326,135,26,57554,47.7528735632,10,591,18,27,27,25,32,33,34,43,25,34,30,41,62,63,40,27,19,9,-,1,-,1,72,359,159,56,10,27266,46.7135593220,4,630,23,21,26,23,26,29,32,51,25,30,46,43,86,57,31,38,25,12,2,2,-,2,70,391,167,79,16,30288,48.7292993631,6
189,"25201","1440","2","","","","é†âÍåß","ëÂí√és","íÉåÀí¨","",905,42,43,39,54,45,47,59,70,61,62,66,59,81,62,45,29,22,10,3,-,-,6,124,604,171,64,13,38322,43.1273637375,6,433,23,19,17,26,19,25,23,35,27,29,40,31,41,26,22,14,8,2,2,-,-,4,59,296,74,26,4,18272,43.0920745921,3,472,19,24,22,28,26,22,36,35,34,33,26,28,40,36,23,15,14,8,1,-,-,2,65,308,97,38,9,20050,43.1595744681,3
190,"25201","1450","2","","","","é†âÍåß","ëÂí√és","â°ñÿ","",1571,57,48,76,50,85,97,97,126,100,96,92,103,142,118,81,72,41,35,10,7,-,38,181,988,364,165,52,69871,46.0779517286,16,775,24,28,44,32,43,46,48,66,43,48,44,45,78,56,40,32,17,6,5,-,-,30,96,493,156,60,11,32690,44.3791946309,7,796,33,20,32,18,42,51,49,60,57,48,48,58,64,62,41,40,24,29,5,7,-,8,85,495,208,105,41,37181,47.6840101523,9
191,"25201","145001","3","","","","é†âÍåß","ëÂí√és","â°ñÿ","ÇPíöñ⁄",686,22,16,25,26,39,44,41,60,39,37,33,40,74,64,40,32,20,21,5,2,-,6,63,433,184,80,28,32222,47.8852941176,3,329,8,10,17,15,18,23,16,32,15,18,19,20,41,28,20,13,6,3,4,-,-,3,35,217,74,26,7,14850,46.0521472393,1,357,14,6,8,11,21,21,25,28,24,19,14,20,33,36,20,19,14,18,1,2,-,3,28,216,110,54,21,17372,49.5734463277,2
192,"25201","145002","3","","","","é†âÍåß","ëÂí√és","â°ñÿ","ÇQíöñ⁄",885,35,32,51,24,46,53,56,66,61,59,59,63,68,54,41,40,21,14,5,5,-,32,118,555,180,85,24,37649,44.6371629543,13,446,16,18,27,17,25,23,32,34,28,30,25,25,37,28,20,19,11,3,1,-,-,27,61,276,82,34,4,17840,43.0775656325,6,439,19,14,24,7,21,30,24,32,33,29,34,38,31,26,21,21,10,11,4,5,-,5,57,279,98,51,20,19809,46.1428571429,7
193,"25201","1470","2","","","","é†âÍåß","ëÂí√és","ëÂñÂí ","",700,19,20,32,35,38,40,46,43,36,48,32,34,60,30,44,40,34,25,12,2,-,30,71,412,187,113,39,31762,47.9059701493,11,328,9,11,14,24,23,21,20,24,16,28,13,14,33,16,17,11,10,10,3,-,-,11,34,216,67,34,13,13890,44.3170347003,3,372,10,9,18,11,15,19,26,19,20,20,19,20,27,14,27,29,24,15,9,2,-,19,37,196,120,79,26,17872,51.1288951841,8
194,"25201","1480","2","","","","é†âÍåß","ëÂí√és","âÄèÈéõí¨","",40,-,-,2,3,1,-,3,3,2,1,5,3,4,3,-,1,3,3,3,-,-,-,2,25,13,10,6,2149,54.2250000000,-,17,-,-,-,1,1,-,1,2,2,-,3,1,2,2,-,1,-,1,-,-,-,-,-,13,4,2,1,847,50.3235294118,-,23,-,-,2,2,-,-,2,1,-,1,2,2,2,1,-,-,3,2,3,-,-,-,2,12,9,8,5,1302,57.1086956522,-
195,"25201","1490","2","","","","é†âÍåß","ëÂí√és","éRè„í¨","",928,70,50,39,32,40,73,102,107,60,59,42,47,54,42,36,27,25,10,1,1,2,9,159,616,144,66,14,35834,39.4923830250,19,490,40,30,22,19,29,30,44,60,31,34,21,24,30,22,16,14,13,5,-,-,-,6,92,322,70,32,5,18312,38.3347107438,14,438,30,20,17,13,11,43,58,47,29,25,21,23,24,20,20,13,12,5,1,1,2,3,67,294,74,34,9,17522,40.7804597701,5
196,"25201","1500","2","","","","é†âÍåß","ëÂí√és","äœâπéõ","",481,16,12,16,28,18,16,20,28,26,26,30,26,49,55,28,39,33,12,3,-,-,-,44,267,170,87,15,24432,51.2941787942,-,221,8,6,6,13,8,7,8,15,14,12,17,12,21,28,12,13,17,3,1,-,-,-,20,127,74,34,4,11065,50.5678733032,-,260,8,6,10,15,10,9,12,13,12,14,13,14,28,27,16,26,16,9,2,-,-,-,24,140,96,53,11,13367,51.9115384615,-
197,"25201","1510","2","","","","é†âÍåß","ëÂí√és","îˆâ‘êÏ","",1085,63,60,59,42,36,65,71,90,94,86,55,48,89,64,58,41,38,15,7,1,-,3,182,676,224,102,23,45853,42.8780036969,12,540,36,42,25,17,24,32,41,43,42,45,28,30,40,31,25,22,12,2,1,1,-,1,103,342,94,38,4,21645,40.6576994434,4,545,27,18,34,25,12,33,30,47,52,41,27,18,49,33,33,19,26,13,6,-,-,2,79,334,130,64,19,24208,45.0819521179,8
198,"25201","1520","2","","","","é†âÍåß","ëÂí√és","íÉÇ™çË","",1496,103,58,64,63,44,81,126,176,129,127,108,105,112,65,42,38,21,7,3,1,-,23,225,1071,177,70,11,58993,40.5495587237,25,696,46,27,40,31,19,26,62,84,59,63,58,35,56,33,17,17,8,2,2,-,-,11,113,493,79,29,4,27145,40.1277372263,13,800,57,31,24,32,25,55,64,92,70,64,50,70,56,32,25,21,13,5,1,1,-,12,112,578,98,41,7,31848,40.9162436548,12
199,"25201","1530","2","","","","é†âÍåß","ëÂí√és","å‰óÀí¨","",393,32,17,26,31,31,25,40,38,39,36,27,23,13,7,3,3,-,1,1,-,-,-,75,303,15,5,2,13038,33.6755725191,7,244,20,10,14,20,23,19,18,24,20,28,16,19,6,4,2,1,-,-,-,-,-,-,44,193,7,1,-,8038,33.4426229508,4,149,12,7,12,11,8,6,22,14,19,8,11,4,7,3,1,2,-,1,1,-,-,-,31,110,8,4,2,5000,34.0570469799,3
200,"25201","1540","2","","","","é†âÍåß","ëÂí√és","ïlëÂí√","",2113,123,103,88,91,98,117,177,209,167,161,127,100,110,112,99,88,64,29,7,2,1,40,314,1357,402,191,39,85955,41.9640617463,16,1020,67,62,41,45,45,50,81,110,77,85,59,48,47,51,47,40,28,11,3,1,-,22,170,647,181,83,15,40258,40.8386773547,11,1093,56,41,47,46,53,67,96,99,90,76,68,52,63,61,52,48,36,18,4,1,1,18,144,710,221,108,24,45697,43.0088372093,5
201,"25201","154001","3","","","","é†âÍåß","ëÂí√és","ïlëÂí√","ÇPíöñ⁄",125,1,2,1,3,19,25,8,11,7,8,6,3,2,7,5,5,2,-,1,-,-,9,4,92,20,8,1,4559,39.8017241379,-,60,1,1,1,2,8,10,3,6,3,6,3,1,1,3,2,3,1,-,-,-,-,5,3,43,9,4,-,2145,39.5000000000,-,65,-,1,-,1,11,15,5,5,4,2,3,2,1,4,3,2,1,-,1,-,-,4,1,49,11,4,1,2414,40.0737704918,-
202,"25201","154002","3","","","","é†âÍåß","ëÂí√és","ïlëÂí√","ÇQíöñ⁄",155,1,6,3,6,12,11,7,9,6,15,11,6,5,15,11,10,11,7,-,-,-,3,10,88,54,28,7,7549,50.1644736842,-,78,-,5,1,5,5,6,5,5,2,5,6,4,3,6,4,4,7,2,-,-,-,3,6,46,23,13,2,3536,47.6466666667,-,77,1,1,2,1,7,5,2,4,4,10,5,2,2,9,7,6,4,5,-,-,-,-,4,42,31,15,5,4013,52.6168831169,-
203,"25201","154003","3","","","","é†âÍåß","ëÂí√és","ïlëÂí√","ÇRíöñ⁄",938,60,45,37,38,43,37,85,83,77,63,61,46,50,52,48,48,36,15,3,2,1,8,142,583,205,105,21,39712,43.2010752688,6,453,29,27,19,19,17,16,37,43,42,34,27,23,23,24,21,22,16,8,1,1,-,4,75,281,93,48,10,18893,42.5779510022,5,485,31,18,18,19,26,21,48,40,35,29,34,23,27,28,27,26,20,7,2,1,1,4,67,302,112,57,11,20819,43.7827442827,1
204,"25201","154004","3","","","","é†âÍåß","ëÂí√és","ïlëÂí√","ÇSíöñ⁄",895,61,50,47,44,24,44,77,106,77,75,49,45,53,38,35,25,15,7,3,-,-,20,158,594,123,50,10,34135,39.5114285714,10,429,37,29,20,19,15,18,36,56,30,40,23,20,20,18,20,11,4,1,2,-,-,10,86,277,56,18,3,15684,37.9319809069,6,466,24,21,27,25,9,26,41,50,47,35,26,25,33,20,15,14,11,6,1,-,-,10,72,317,67,32,7,18451,40.9627192982,4
205,"25201","154005","3","","","","é†âÍåß","ëÂí√és","ïlëÂí√","ÇTíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,"25201","1560","2","","","","é†âÍåß","ëÂí√és","î˙îiåŒ","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,"25201","1570","2","","","","é†âÍåß","ëÂí√és","í∑ìô","",1868,32,45,55,49,95,134,102,97,106,107,119,115,172,141,139,134,92,62,31,7,1,33,132,1096,607,327,101,93734,51.5811989101,17,860,17,20,24,25,48,57,55,47,51,66,54,51,82,67,59,57,33,18,10,3,-,16,61,536,247,121,31,41722,49.9336492891,7,1008,15,25,31,24,47,77,47,50,55,41,65,64,90,74,80,77,59,44,21,4,1,17,71,560,360,206,70,52012,52.9843592331,10
208,"25201","157001","3","","","","é†âÍåß","ëÂí√és","í∑ìô","ÇPíöñ⁄",264,8,4,8,4,7,11,20,14,9,13,11,20,31,31,23,18,15,11,4,-,1,1,20,140,103,49,16,14228,54.5988593156,3,111,4,2,3,1,3,7,10,5,1,7,5,8,14,16,10,8,2,3,1,-,-,1,9,61,40,14,4,5716,52.4636363636,-,153,4,2,5,3,4,4,10,9,8,6,6,12,17,15,13,10,13,8,3,-,1,-,11,79,63,35,12,8512,56.1339869281,3
209,"25201","157002","3","","","","é†âÍåß","ëÂí√és","í∑ìô","ÇQíöñ⁄",1005,11,23,35,31,66,97,51,48,47,51,70,59,78,64,72,70,55,34,16,5,-,22,69,598,316,180,55,49128,50.4776195320,6,454,6,10,17,17,29,40,27,19,24,29,30,25,40,30,32,28,22,11,5,2,-,11,33,280,130,68,18,21652,49.3758465011,3,551,5,13,18,14,37,57,24,29,23,22,40,34,38,34,40,42,33,23,11,3,-,11,36,318,186,112,37,27476,51.3814814815,3
210,"25201","157003","3","","","","é†âÍåß","ëÂí√és","í∑ìô","ÇRíöñ⁄",599,13,18,12,14,22,26,31,35,50,43,38,36,63,46,44,46,22,17,11,2,-,10,43,358,188,98,30,30378,52.0755517827,8,295,7,8,4,7,16,10,18,23,26,30,19,18,28,21,17,21,9,4,4,1,-,4,19,195,77,39,9,14354,49.8264604811,4,304,6,10,8,7,6,16,13,12,24,13,19,18,35,25,27,25,13,13,7,1,-,6,24,163,111,59,21,16024,54.2718120805,4
211,"25201","1600","2","çáéZínàÊÇ†ÇË","","1620","é†âÍåß","ëÂí√és","è¨ä÷í¨","",419,10,21,15,16,15,15,16,24,21,19,23,20,22,34,28,37,30,31,10,11,1,-,46,191,182,120,53,22651,54.5596658711,2,181,5,9,7,10,7,4,10,7,12,9,12,10,9,17,9,17,12,12,1,2,-,-,21,90,70,44,15,9258,51.6491712707,1,238,5,12,8,6,8,11,6,17,9,10,11,10,13,17,19,20,18,19,9,9,1,-,25,101,112,76,38,13393,56.7731092437,1
212,"25201","1610","2","","","","é†âÍåß","ëÂí√és","éOà‰éõí¨","",766,28,30,25,33,37,47,48,55,43,43,43,40,60,51,48,46,58,13,10,4,1,3,83,449,231,132,28,36562,48.4187418087,2,362,16,11,12,19,18,24,31,23,22,18,29,15,29,21,22,21,24,2,4,1,-,-,39,228,95,52,7,16622,46.4171270718,-,404,12,19,13,14,19,23,17,32,21,25,14,25,31,30,26,25,34,11,6,3,1,3,44,221,136,80,21,19940,50.2256857855,2
213,"25201","1620","2","îÈìΩínàÊ","1600","","é†âÍåß","ëÂí√és","ê_èoäJí¨","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
214,"25201","1650","2","","","","é†âÍåß","ëÂí√és","èºñ{ñ{ã{í¨","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
215,"25201","1660","2","","","","é†âÍåß","ëÂí√és","î~ó—","",349,10,10,4,6,22,16,18,27,14,19,22,19,30,24,28,36,20,9,5,1,2,7,24,193,125,73,17,17862,52.7280701754,3,150,4,5,2,3,9,3,9,15,4,10,9,7,16,13,8,14,11,5,1,-,-,2,11,85,52,31,6,7665,52.2905405405,2,199,6,5,2,3,13,13,9,12,10,9,13,12,14,11,20,22,9,4,4,1,2,5,13,108,73,42,11,10197,53.0618556701,1
216,"25201","166001","3","","","","é†âÍåß","ëÂí√és","î~ó—","ÇPíöñ⁄",287,8,9,3,6,21,12,14,24,12,15,15,19,24,21,25,25,16,6,5,1,-,6,20,162,99,53,12,14413,51.7918149466,3,123,3,5,1,3,8,2,7,13,4,8,6,7,13,12,8,11,8,2,1,-,-,1,9,71,42,22,3,6232,51.5819672131,2,164,5,4,2,3,13,10,7,11,8,7,9,12,11,9,17,14,8,4,4,1,-,5,11,91,57,31,9,8181,51.9528301887,1
217,"25201","166002","3","","","","é†âÍåß","ëÂí√és","î~ó—","ÇQíöñ⁄",62,2,1,1,-,1,4,4,3,2,4,7,-,6,3,3,11,4,3,-,-,2,1,4,31,26,20,5,3449,57.0409836066,-,27,1,-,1,-,1,1,2,2,-,2,3,-,3,1,-,3,3,3,-,-,-,1,2,14,10,9,3,1433,55.6153846154,-,35,1,1,-,-,-,3,2,1,2,2,4,-,3,2,3,8,1,-,-,-,2,-,2,17,16,11,2,2016,58.1000000000,-
218,"25201","1680","2","","","","é†âÍåß","ëÂí√és","ññçLí¨","",214,2,3,3,14,8,7,7,8,9,16,13,10,22,28,18,19,6,12,7,1,-,1,8,114,91,45,20,11798,55.8896713615,4,99,1,2,2,7,6,1,3,4,5,8,7,4,13,14,4,11,1,5,1,-,-,-,5,58,36,18,6,5216,53.1868686869,2,115,1,1,1,7,2,6,4,4,4,8,6,6,9,14,14,8,5,7,6,1,-,1,3,56,55,27,14,6582,58.2368421053,2
219,"25201","1690","2","","","","é†âÍåß","ëÂí√és","ètì˙í¨","",231,7,5,8,10,5,13,7,10,9,15,8,17,20,25,21,21,13,10,1,-,-,6,20,114,91,45,11,11884,53.3177777778,2,104,5,2,5,3,3,3,3,2,5,9,2,12,11,13,8,6,6,1,1,-,-,4,12,53,35,14,2,5119,51.6900000000,1,127,2,3,3,7,2,10,4,8,4,6,6,5,9,12,13,15,7,9,-,-,-,2,8,61,56,31,9,6765,54.6200000000,1
220,"25201","1700","2","","","","é†âÍåß","ëÂí√és","å‰çKí¨","",471,3,5,12,17,20,13,23,28,20,26,20,32,46,39,42,46,34,16,10,1,-,18,20,245,188,107,27,25193,56.1136865342,18,219,1,3,5,8,13,5,14,16,10,11,13,20,15,22,18,16,14,5,3,-,-,7,9,125,78,38,8,11216,53.4056603774,4,252,2,2,7,9,7,8,9,12,10,15,7,12,31,17,24,30,20,11,7,1,-,11,11,120,110,69,19,13977,58.4958506224,14
221,"25201","1710","2","","","","é†âÍåß","ëÂí√és","àßç‚","",1408,76,52,51,52,62,56,97,121,90,104,82,82,116,79,85,78,71,33,6,3,1,11,179,862,356,192,43,64300,46.5272011453,35,645,30,27,26,24,28,23,56,53,48,47,48,37,54,34,38,30,25,12,-,-,-,5,83,418,139,67,12,28544,45.1000000000,18,763,46,25,25,28,34,33,41,68,42,57,34,45,62,45,47,48,46,21,6,3,1,6,96,444,217,125,31,35756,47.7338177015,17
222,"25201","171001","3","","","","é†âÍåß","ëÂí√és","àßç‚","ÇPíöñ⁄",961,45,40,40,39,49,40,55,84,69,79,55,63,82,39,50,50,44,25,2,1,1,9,125,615,212,123,29,42897,45.5598739496,22,441,18,19,21,17,22,18,32,35,36,37,31,26,42,14,21,24,15,10,-,-,-,3,58,296,84,49,10,19326,44.6232876712,10,520,27,21,19,22,27,22,23,49,33,42,24,37,40,25,29,26,29,15,2,1,1,6,67,319,128,74,19,23571,46.3579766537,12
223,"25201","171002","3","","","","é†âÍåß","ëÂí√és","àßç‚","ÇQíöñ⁄",447,31,12,11,13,13,16,42,37,21,25,27,19,34,40,35,28,27,8,4,2,-,2,54,247,144,69,14,21403,48.5966292135,13,204,12,8,5,7,6,5,24,18,12,10,17,11,12,20,17,6,10,2,-,-,-,2,25,122,55,18,2,9218,46.1336633663,8,243,19,4,6,6,7,11,18,19,9,15,10,8,22,20,18,22,17,6,4,2,-,-,29,125,89,51,12,12185,50.6440329218,5
224,"25201","1730","2","","","","é†âÍåß","ëÂí√és","éDÇÃí“","",144,-,2,3,6,9,7,6,8,8,6,12,7,19,11,11,11,5,5,6,2,-,-,5,88,51,29,13,7808,54.7222222222,1,60,-,1,1,3,4,4,3,4,3,4,5,3,7,7,3,4,1,2,1,-,-,-,2,40,18,8,3,3027,50.9500000000,1,84,-,1,2,3,5,3,3,4,5,2,7,4,12,4,8,7,4,3,5,2,-,-,3,48,33,21,10,4781,57.4166666667,-
225,"25201","1740","2","","","","é†âÍåß","ëÂí√és","âπâHë‰","",257,4,14,9,10,21,14,9,15,11,14,21,20,16,14,12,17,17,9,7,2,-,1,27,151,78,52,18,12506,49.3515625000,6,123,2,8,4,5,12,10,3,6,7,6,9,10,9,8,5,8,6,4,-,-,-,1,14,77,31,18,4,5552,46.0081967213,2,134,2,6,5,5,9,4,6,9,4,8,12,10,7,6,7,9,11,5,7,2,-,-,13,74,47,34,14,6954,52.3955223881,4
226,"25201","1750","2","","","","é†âÍåß","ëÂí√és","í©ì˙Ç™ãu","",2734,144,129,165,141,119,138,188,209,201,172,169,200,249,178,124,96,61,35,9,3,1,3,438,1786,507,205,48,115151,42.6644086415,15,1261,78,67,82,74,48,56,84,88,94,83,76,78,131,73,62,37,30,14,3,1,-,2,227,812,220,85,18,51899,41.7223987292,4,1473,66,62,83,67,71,82,104,121,107,89,93,122,118,105,62,59,31,21,6,2,1,1,211,974,287,120,30,63252,43.4701086957,11
227,"25201","175001","3","","","","é†âÍåß","ëÂí√és","í©ì˙Ç™ãu","ÇPíöñ⁄",2070,115,89,127,104,94,109,145,152,165,132,136,149,175,126,100,69,48,28,4,-,-,3,331,1361,375,149,32,86521,42.3582486696,9,953,60,46,61,54,34,46,66,67,78,64,60,61,92,50,51,26,24,10,1,-,-,2,167,622,162,61,11,39089,41.6030494217,3,1117,55,43,66,50,60,63,79,85,87,68,76,88,83,76,49,43,24,18,3,-,-,1,164,739,213,88,21,47432,43.0017921147,6
228,"25201","175002","3","","","","é†âÍåß","ëÂí√és","í©ì˙Ç™ãu","ÇQíöñ⁄",664,29,40,38,37,25,29,43,57,36,40,33,51,74,52,24,27,13,7,5,3,1,-,107,425,132,56,16,28630,43.6174698795,6,308,18,21,21,20,14,10,18,21,16,19,16,17,39,23,11,11,6,4,2,1,-,-,60,190,58,24,7,12810,42.0909090909,1,356,11,19,17,17,11,19,25,36,20,21,17,34,35,29,13,16,7,3,3,2,1,-,47,235,74,32,9,15820,44.9382022472,5
229,"25201","1770","2","","","","é†âÍåß","ëÂí√és","ñ{ã{","",2814,114,104,128,133,128,125,178,202,186,188,173,173,243,168,168,138,100,90,41,15,2,17,346,1729,722,386,148,130217,47.0559528066,5,1314,59,54,59,62,57,54,97,89,98,98,81,75,126,83,85,58,36,26,7,2,-,8,172,837,297,129,35,58619,45.3843797856,1,1500,55,50,69,71,71,71,81,113,88,90,92,98,117,85,83,80,64,64,34,13,2,9,174,892,425,257,113,71598,48.5201207243,4
230,"25201","177001","3","","","","é†âÍåß","ëÂí√és","ñ{ã{","ÇPíöñ⁄",52,3,2,4,1,1,3,3,4,1,4,1,8,8,2,-,-,4,2,1,-,-,-,9,34,9,7,3,2402,46.6923076923,-,26,2,-,2,-,1,3,2,1,1,2,-,4,4,2,-,-,2,-,-,-,-,-,4,18,4,2,-,1142,44.4230769231,-,26,1,2,2,1,-,-,1,3,-,2,1,4,4,-,-,-,2,2,1,-,-,-,5,16,5,5,3,1260,48.9615384615,-
231,"25201","177002","3","","","","é†âÍåß","ëÂí√és","ñ{ã{","ÇQíöñ⁄",2762,111,102,124,132,127,122,175,198,185,184,172,165,235,166,168,138,96,88,40,15,2,17,337,1695,713,379,145,127815,47.0628415301,5,1288,57,54,57,62,56,51,95,88,97,96,81,71,122,81,85,58,34,26,7,2,-,8,168,819,293,127,35,57477,45.4039062500,1,1474,54,48,67,70,71,71,80,110,88,88,91,94,113,85,83,80,62,62,33,13,2,9,169,876,420,252,110,70338,48.5122866894,4
232,"25201","1790","2","","","","é†âÍåß","ëÂí√és","íÜâõ","",2783,110,108,98,83,140,183,186,238,194,171,142,147,218,164,145,161,123,61,29,6,3,73,316,1702,692,383,99,124427,46.4140221402,26,1289,47,54,49,40,48,96,92,105,97,84,74,70,98,81,61,65,61,18,8,2,-,39,150,804,296,154,28,56462,45.6696000000,16,1494,63,54,49,43,92,87,94,133,97,87,68,77,120,83,84,96,62,43,21,4,3,34,166,898,396,229,71,67965,47.0513698630,10
233,"25201","179001","3","","","","é†âÍåß","ëÂí√és","íÜâõ","ÇPíöñ⁄",760,21,22,26,16,40,47,47,56,43,41,48,51,64,51,41,45,44,16,9,2,-,30,69,453,208,116,27,35441,49.0493150685,12,377,10,15,11,10,12,29,25,29,24,23,23,28,29,25,19,16,21,5,3,1,-,19,36,232,90,46,9,16841,47.5418994413,7,383,11,7,15,6,28,18,22,27,19,18,25,23,35,26,22,29,23,11,6,1,-,11,33,221,118,70,18,18600,50.5000000000,5
234,"25201","179002","3","","","","é†âÍåß","ëÂí√és","íÜâõ","ÇQíöñ⁄",598,8,19,16,18,34,39,32,54,29,36,32,38,62,31,38,38,25,22,6,1,-,20,43,374,161,92,29,28366,49.5761245675,1,272,5,8,10,8,14,18,13,26,14,16,16,15,29,17,17,16,13,3,3,1,-,10,23,169,70,36,7,12609,48.6259541985,1,326,3,11,6,10,20,21,19,28,15,20,16,23,33,14,21,22,12,19,3,-,-,10,20,205,91,56,22,15757,50.3639240506,-
