1,"ïΩê¨12îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ3ï\Å@îNóÓÅi5çŒäKãâÅjÅCíjèóï êlå˚ÅiëçîNóÓãyÇ—äOçëêlÅ|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
480,"25201","313004","","","","ëÂí√és","ê_óÃÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
481,"25201","313005","","","","ëÂí√és","ê_óÃÇTíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
482,"25201","3160","","","","ëÂí√és","ñÏãΩå¥",2813,166,124,161,201,246,309,229,154,161,199,216,211,129,111,92,54,35,13,2,-,-,-,102902,51,1428,95,57,87,106,149,161,121,81,67,93,101,96,76,53,47,22,12,4,-,-,-,-,50413,30,1385,71,67,74,95,97,148,108,73,94,106,115,115,53,58,45,32,23,9,2,-,-,-,52489,21
483,"25201","316001","","","","ëÂí√és","ñÏãΩå¥ÇPíöñ⁄",1533,113,82,96,108,144,195,158,111,88,115,91,74,41,32,36,29,14,4,2,-,-,-,50476,42,817,66,34,48,64,100,106,91,61,35,55,46,36,24,13,19,11,7,1,-,-,-,-,25892,25,716,47,48,48,44,44,89,67,50,53,60,45,38,17,19,17,18,7,3,2,-,-,-,24584,17
484,"25201","316002","","","","ëÂí√és","ñÏãΩå¥ÇQíöñ⁄",1280,53,42,65,93,102,114,71,43,73,84,125,137,88,79,56,25,21,9,-,-,-,-,52426,9,611,29,23,39,42,49,55,30,20,32,38,55,60,52,40,28,11,5,3,-,-,-,-,24521,5,669,24,19,26,51,53,59,41,23,41,46,70,77,36,39,28,14,16,6,-,-,-,-,27905,4
485,"25201","3180","","","","ëÂí√és","éOëÂéõ",1159,69,56,59,77,88,100,83,60,44,63,81,71,82,94,62,35,21,10,3,1,-,-,46536,26,528,36,25,32,38,41,46,38,28,22,30,29,38,29,44,31,14,2,4,1,-,-,-,20287,16,631,33,31,27,39,47,54,45,32,22,33,52,33,53,50,31,21,19,6,2,1,-,-,26249,10
486,"25201","3190","","","","ëÂí√és","ã ñÏâY",187,1,6,1,1,7,6,8,5,4,4,12,17,17,14,23,14,19,22,4,2,-,-,11551,-,78,1,1,-,1,5,3,1,3,4,1,8,9,10,8,12,7,1,2,-,1,-,-,4425,-,109,-,5,1,-,2,3,7,2,-,3,4,8,7,6,11,7,18,20,4,1,-,-,7126,-
487,"25201","3200","","","","ëÂí√és","ê£ìcëÂç]í¨",48,4,4,-,1,1,9,11,5,4,2,1,3,3,-,-,-,-,-,-,-,-,-,1519,-,23,2,1,-,-,1,2,6,3,4,-,1,1,2,-,-,-,-,-,-,-,-,-,783,-,25,2,3,-,1,-,7,5,2,-,2,-,2,1,-,-,-,-,-,-,-,-,-,736,-
488,"25201","3220","","","","ëÂí√és","àÍó¢éR",9719,453,476,563,726,1039,854,637,625,612,652,891,680,489,366,276,177,114,59,23,1,2,4,359008,105,4834,264,272,304,379,509,429,298,293,298,303,415,368,245,191,131,74,33,17,9,-,-,2,172875,60,4885,189,204,259,347,530,425,339,332,314,349,476,312,244,175,145,103,81,42,14,1,2,2,186133,45
489,"25201","322001","","","","ëÂí√és","àÍó¢éRÇPíöñ⁄",1637,71,70,93,125,226,140,119,100,122,102,131,88,68,70,47,37,18,5,4,-,1,-,59280,19,790,43,47,49,66,95,61,54,46,61,52,62,45,31,34,22,17,3,1,1,-,-,-,27591,9,847,28,23,44,59,131,79,65,54,61,50,69,43,37,36,25,20,15,4,3,-,1,-,31689,10
490,"25201","322002","","","","ëÂí√és","àÍó¢éRÇQíöñ⁄",1448,57,49,80,84,147,143,88,82,82,77,120,126,99,86,65,31,17,11,3,1,-,-,57908,16,703,36,23,44,38,69,79,42,37,42,32,49,54,59,46,30,18,3,2,-,-,-,-,27329,9,745,21,26,36,46,78,64,46,45,40,45,71,72,40,40,35,13,14,9,3,1,-,-,30579,7
491,"25201","322003","","","","ëÂí√és","àÍó¢éRÇRíöñ⁄",2070,95,109,106,152,223,208,139,121,110,131,201,157,113,67,54,36,28,16,4,-,-,-,76543,41,1043,54,55,61,82,111,110,71,60,48,61,91,92,55,35,26,10,11,7,3,-,-,-,37492,24,1027,41,54,45,70,112,98,68,61,62,70,110,65,58,32,28,26,17,9,1,-,-,-,39051,17
492,"25201","322004","","","","ëÂí√és","àÍó¢éRÇSíöñ⁄",2110,115,115,123,139,200,190,144,156,139,140,196,136,114,70,46,39,23,11,9,-,1,4,76853,17,1077,72,74,68,70,108,92,66,72,73,62,93,79,54,40,21,16,7,5,3,-,-,2,37620,11,1033,43,41,55,69,92,98,78,84,66,78,103,57,60,30,25,23,16,6,6,-,1,2,39233,6
493,"25201","322005","","","","ëÂí√és","àÍó¢éRÇTíöñ⁄",2107,82,99,128,211,229,143,109,116,134,177,228,163,85,71,60,29,25,15,3,-,-,-,77988,11,1049,41,56,68,114,120,71,49,53,60,83,107,94,42,35,32,11,9,2,2,-,-,-,37820,6,1058,41,43,60,97,109,72,60,63,74,94,121,69,43,36,28,18,16,13,1,-,-,-,40168,5
494,"25201","322006","","","","ëÂí√és","àÍó¢éRÇUíöñ⁄",347,33,34,33,15,14,30,38,50,25,25,15,10,10,2,4,5,3,1,-,-,-,-,10436,1,172,18,17,14,9,6,16,16,25,14,13,13,4,4,1,-,2,-,-,-,-,-,-,5023,1,175,15,17,19,6,8,14,22,25,11,12,2,6,6,1,4,3,3,1,-,-,-,-,5413,-
495,"25201","322007","","","","ëÂí√és","àÍó¢éRÇVíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
496,"25201","3270","","","","ëÂí√és","åéó÷",3456,180,163,258,280,308,294,242,248,248,302,300,207,130,106,87,53,29,18,2,1,-,-,122673,48,1715,97,80,130,140,163,133,122,119,123,142,155,114,68,51,44,19,9,5,-,1,-,-,59992,20,1741,83,83,128,140,145,161,120,129,125,160,145,93,62,55,43,34,20,13,2,-,-,-,62681,28
497,"25201","327001","","","","ëÂí√és","åéó÷ÇPíöñ⁄",123,6,3,1,12,24,23,9,2,2,9,12,10,5,1,4,-,-,-,-,-,-,-,4112,19,62,1,1,1,4,12,13,7,1,1,4,6,5,3,1,2,-,-,-,-,-,-,-,2172,9,61,5,2,-,8,12,10,2,1,1,5,6,5,2,-,2,-,-,-,-,-,-,-,1940,10
498,"25201","327002","","","","ëÂí√és","åéó÷ÇQíöñ⁄",711,50,24,49,48,65,62,62,56,36,51,51,42,35,26,23,18,8,5,-,-,-,-,25871,15,347,28,11,24,25,36,31,30,23,21,22,26,24,16,12,9,7,1,1,-,-,-,-,12112,4,364,22,13,25,23,29,31,32,33,15,29,25,18,19,14,14,11,7,4,-,-,-,-,13759,11
499,"25201","327003","","","","ëÂí√és","åéó÷ÇRíöñ⁄",980,60,43,48,51,108,135,103,74,46,61,62,47,41,37,31,17,7,7,1,1,-,-,34507,11,518,34,22,26,31,56,62,56,49,27,27,30,26,24,19,16,6,3,3,-,1,-,-,17904,5,462,26,21,22,20,52,73,47,25,19,34,32,21,17,18,15,11,4,4,1,-,-,-,16603,6
500,"25201","327004","","","","ëÂí√és","åéó÷ÇSíöñ⁄",742,45,52,72,71,41,39,42,66,72,72,68,44,20,12,12,6,6,2,-,-,-,-,24750,3,354,25,29,35,31,19,12,17,29,36,37,38,20,12,4,7,1,1,1,-,-,-,-,11679,2,388,20,23,37,40,22,27,25,37,36,35,30,24,8,8,5,5,5,1,-,-,-,-,13071,1
501,"25201","327005","","","","ëÂí√és","åéó÷ÇTíöñ⁄",900,19,41,88,98,70,35,26,50,92,109,107,64,29,30,17,12,8,4,1,-,-,-,33433,-,434,9,17,44,49,40,15,12,17,38,52,55,39,13,15,10,5,4,-,-,-,-,-,16125,-,466,10,24,44,49,30,20,14,33,54,57,52,25,16,15,7,7,4,4,1,-,-,-,17308,-
502,"25201","3300","","","","ëÂí√és","åIó—í¨",397,34,28,18,28,22,38,55,28,13,27,30,27,17,11,9,5,5,2,-,-,-,-,13572,9,200,22,16,9,16,12,16,30,13,9,10,12,12,10,4,4,2,2,1,-,-,-,-,6406,5,197,12,12,9,12,10,22,25,15,4,17,18,15,7,7,5,3,3,1,-,-,-,-,7166,4
503,"25201","3370","","","","ëÂí√és","äûñÏâY",1714,175,116,104,88,102,149,249,194,114,95,99,75,58,37,26,18,3,9,3,-,-,-,54480,38,845,89,50,52,44,54,62,124,104,58,52,49,38,23,21,16,5,1,2,1,-,-,-,26835,18,869,86,66,52,44,48,87,125,90,56,43,50,37,35,16,10,13,2,7,2,-,-,-,27645,20
504,"25201","3380","","","","ëÂí√és","ëÂè´åR",2939,234,221,184,196,286,326,334,274,201,190,196,91,79,48,38,17,13,7,4,-,-,-,90145,62,1540,124,112,106,105,163,167,176,142,108,91,102,53,37,21,22,6,3,1,1,-,-,-,46297,33,1399,110,109,78,91,123,159,158,132,93,99,94,38,42,27,16,11,10,6,3,-,-,-,43848,29
505,"25201","338001","","","","ëÂí√és","ëÂè´åRÇPíöñ⁄",1279,137,127,84,63,103,157,175,147,94,60,69,17,19,19,6,2,-,-,-,-,-,-,35029,16,682,73,64,50,37,57,79,88,75,60,34,38,7,7,8,4,1,-,-,-,-,-,-,18609,11,597,64,63,34,26,46,78,87,72,34,26,31,10,12,11,2,1,-,-,-,-,-,-,16420,5
506,"25201","338002","","","","ëÂí√és","ëÂè´åRÇQíöñ⁄",241,23,14,11,13,32,41,44,18,11,13,6,4,2,1,5,1,1,1,-,-,-,-,6736,-,124,10,9,5,6,14,23,25,11,3,9,1,4,1,-,3,-,-,-,-,-,-,-,3460,-,117,13,5,6,7,18,18,19,7,8,4,5,-,1,1,2,1,1,1,-,-,-,-,3276,-
507,"25201","338003","","","","ëÂí√és","ëÂè´åRÇRíöñ⁄",1419,74,80,89,120,151,128,115,109,96,117,121,70,58,28,27,14,12,6,4,-,-,-,48380,46,734,41,39,51,62,92,65,63,56,45,48,63,42,29,13,15,5,3,1,1,-,-,-,24228,22,685,33,41,38,58,59,63,52,53,51,69,58,28,29,15,12,9,9,5,3,-,-,-,24152,24
508,"25201","3410","","","","ëÂí√és","ã¬ñÿÇÃó¢",4944,191,330,521,481,296,176,179,350,462,521,467,272,202,187,161,75,43,24,6,-,-,-,179351,11,2377,99,168,259,236,120,83,69,146,207,275,250,136,98,92,83,31,17,7,1,-,-,-,86021,6,2567,92,162,262,245,176,93,110,204,255,246,217,136,104,95,78,44,26,17,5,-,-,-,93330,5
509,"25201","341001","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇPíöñ⁄",949,34,43,74,92,56,34,32,51,73,78,110,63,62,53,52,28,5,7,2,-,-,-,38374,-,459,18,29,33,50,19,20,14,20,31,38,59,28,31,25,28,14,2,-,-,-,-,-,18198,-,490,16,14,41,42,37,14,18,31,42,40,51,35,31,28,24,14,3,7,2,-,-,-,20176,-
510,"25201","341002","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇQíöñ⁄",598,22,41,65,48,42,23,15,32,58,60,67,42,21,31,14,8,7,2,-,-,-,-,22044,1,280,10,21,24,31,18,7,4,14,23,33,33,21,10,19,7,2,2,1,-,-,-,-,10468,1,318,12,20,41,17,24,16,11,18,35,27,34,21,11,12,7,6,5,1,-,-,-,-,11576,-
511,"25201","341003","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇRíöñ⁄",365,12,17,38,48,31,10,14,12,26,47,40,27,15,12,5,2,4,4,1,-,-,-,13189,-,176,8,8,18,21,14,6,7,5,12,23,20,15,6,8,3,-,-,2,-,-,-,-,6297,-,189,4,9,20,27,17,4,7,7,14,24,20,12,9,4,2,2,4,2,1,-,-,-,6892,-
512,"25201","341004","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇSíöñ⁄",1065,65,106,145,91,34,32,49,118,123,111,62,38,33,25,18,10,3,1,1,-,-,-,33687,4,523,34,52,79,44,18,13,19,48,65,62,30,21,15,10,9,4,-,-,-,-,-,-,16151,2,542,31,54,66,47,16,19,30,70,58,49,32,17,18,15,9,6,3,1,1,-,-,-,17536,2
513,"25201","341005","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇTíöñ⁄",440,14,31,54,40,26,18,7,37,46,53,47,13,10,11,20,6,6,1,-,-,-,-,15701,-,207,5,17,26,12,12,9,3,15,17,34,26,8,4,4,8,2,4,1,-,-,-,-,7616,-,233,9,14,28,28,14,9,4,22,29,19,21,5,6,7,12,4,2,-,-,-,-,-,8085,-
514,"25201","341006","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇUíöñ⁄",829,27,45,73,80,65,27,33,45,64,94,95,52,31,39,28,15,10,5,1,-,-,-,31558,-,401,14,27,39,43,22,12,11,22,27,41,55,24,18,17,17,3,7,2,-,-,-,-,15135,-,428,13,18,34,37,43,15,22,23,37,53,40,28,13,22,11,12,3,3,1,-,-,-,16423,-
515,"25201","341007","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇVíöñ⁄",698,17,47,72,82,42,32,29,55,72,78,46,37,30,16,24,6,8,4,1,-,-,-,24798,6,331,10,14,40,35,17,16,11,22,32,44,27,19,14,9,11,6,2,1,1,-,-,-,12156,3,367,7,33,32,47,25,16,18,33,40,34,19,18,16,7,13,-,6,3,-,-,-,-,12642,3
516,"25201","3990","","","","ëÂí√és","èºóz",100,12,6,4,6,7,7,12,6,9,4,12,6,2,4,2,1,-,-,-,-,-,-,3297,-,51,5,5,1,3,5,3,5,5,4,3,5,3,1,3,-,-,-,-,-,-,-,-,1640,-,49,7,1,3,3,2,4,7,1,5,1,7,3,1,1,2,1,-,-,-,-,-,-,1657,-
517,"25201","399001","","","","ëÂí√és","èºózÇPíöñ⁄",77,7,2,2,6,7,6,8,3,7,2,12,6,2,4,2,1,-,-,-,-,-,-,2787,-,40,3,2,1,3,5,3,4,2,4,1,5,3,1,3,-,-,-,-,-,-,-,-,1372,-,37,4,-,1,3,2,3,4,1,3,1,7,3,1,1,2,1,-,-,-,-,-,-,1415,-
518,"25201","399002","","","","ëÂí√és","èºózÇQíöñ⁄",23,5,4,2,-,-,1,4,3,2,2,-,-,-,-,-,-,-,-,-,-,-,-,510,-,11,2,3,-,-,-,-,1,3,-,2,-,-,-,-,-,-,-,-,-,-,-,-,268,-,12,3,1,2,-,-,1,3,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,242,-
519,"25201","4000","","","","ëÂí√és","ã¬ñÿÇÃó¢ìå",3549,223,330,385,268,173,150,215,320,363,320,266,186,107,98,74,31,22,12,6,-,-,-,117281,32,1739,114,170,206,118,86,63,93,138,172,169,154,95,56,44,35,15,5,5,1,-,-,-,56996,16,1810,109,160,179,150,87,87,122,182,191,151,112,91,51,54,39,16,17,7,5,-,-,-,60285,16
520,"25201","400001","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇPíöñ⁄",180,21,7,8,5,8,23,26,11,13,11,9,9,10,7,8,2,-,1,1,-,-,-,6354,2,89,10,3,3,3,3,10,15,6,6,5,6,3,6,2,5,2,-,1,-,-,-,-,3245,1,91,11,4,5,2,5,13,11,5,7,6,3,6,4,5,3,-,-,-,1,-,-,-,3109,1
521,"25201","400002","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇQíöñ⁄",186,19,22,20,11,4,5,20,21,21,12,10,4,8,2,4,1,1,-,1,-,-,-,5605,2,91,8,14,10,6,1,2,8,7,15,7,5,3,3,-,2,-,-,-,-,-,-,-,2648,1,95,11,8,10,5,3,3,12,14,6,5,5,1,5,2,2,1,1,-,1,-,-,-,2957,1
522,"25201","400003","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇRíöñ⁄",305,10,30,42,26,13,7,8,24,27,35,31,15,13,11,7,5,1,-,-,-,-,-,10528,5,143,4,15,19,13,5,3,1,9,9,17,21,8,6,7,3,3,-,-,-,-,-,-,5091,2,162,6,15,23,13,8,4,7,15,18,18,10,7,7,4,4,2,1,-,-,-,-,-,5437,3
523,"25201","400004","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
524,"25201","400005","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇTíöñ⁄",780,49,80,73,65,34,31,40,78,79,68,63,45,23,21,15,5,7,3,1,-,-,-,25893,11,380,22,44,43,30,11,11,16,38,31,42,32,24,12,12,7,2,1,2,-,-,-,-,12519,6,400,27,36,30,35,23,20,24,40,48,26,31,21,11,9,8,3,6,1,1,-,-,-,13374,5
525,"25201","400006","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇUíöñ⁄",477,25,43,68,34,22,13,14,41,51,57,44,26,9,17,5,2,3,2,1,-,-,-,15831,4,240,13,25,39,12,12,6,5,18,22,31,25,14,5,7,3,-,2,1,-,-,-,-,7838,1,237,12,18,29,22,10,7,9,23,29,26,19,12,4,10,2,2,1,1,1,-,-,-,7993,3
526,"25201","400007","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇVíöñ⁄",953,55,80,114,76,60,33,61,85,105,86,62,53,23,20,25,9,3,2,1,-,-,-,31043,4,455,32,39,55,26,33,13,27,35,51,45,38,25,12,8,11,5,-,-,-,-,-,-,14768,3,498,23,41,59,50,27,20,34,50,54,41,24,28,11,12,14,4,3,2,1,-,-,-,16275,1
527,"25201","400008","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇWíöñ⁄",668,44,68,60,51,32,38,46,60,67,51,47,34,21,20,10,7,7,4,1,-,-,-,22027,4,341,25,30,37,28,21,18,21,25,38,22,27,18,12,8,4,3,2,1,1,-,-,-,10887,2,327,19,38,23,23,11,20,25,35,29,29,20,16,9,12,6,4,5,3,-,-,-,-,11140,2
528,"25202","","","","","ïFç™és","ëçêî",107860,5951,5697,6410,6996,8167,8433,7389,7053,6763,7258,8091,6605,5641,5383,4753,3337,2080,1267,423,67,7,89,4207257,1183,53247,3093,2889,3284,3612,4300,4290,3740,3508,3357,3717,4143,3312,2735,2564,2166,1245,700,401,102,16,3,70,2001807,612,54613,2858,2808,3126,3384,3867,4143,3649,3545,3406,3541,3948,3293,2906,2819,2587,2092,1380,866,321,51,4,19,2205450,571
529,"25202","0010","","","","ïFç™és","ëDí¨",428,18,14,23,26,32,36,18,18,24,20,38,26,22,31,27,21,22,8,3,1,-,-,19055,8,205,8,8,14,9,22,17,6,9,9,10,19,16,10,14,13,8,10,2,1,-,-,-,8800,4,223,10,6,9,17,10,19,12,9,15,10,19,10,12,17,14,13,12,6,2,1,-,-,10255,4
530,"25202","001001","","","","ïFç™és","ëDí¨",189,7,6,10,12,20,16,5,7,9,7,17,8,10,15,14,11,8,6,1,-,-,-,8487,8,96,4,3,7,5,13,10,2,4,3,4,9,6,3,6,7,4,4,2,-,-,-,-,4007,4,93,3,3,3,7,7,6,3,3,6,3,8,2,7,9,7,7,4,4,1,-,-,-,4480,4
531,"25202","001002","","","","ïFç™és","ëDí¨",93,4,3,2,3,5,8,6,2,3,5,14,10,4,8,2,3,7,2,1,1,-,-,4430,-,43,3,2,1,1,4,2,1,-,1,2,6,6,4,4,1,2,3,-,-,-,-,-,1991,-,50,1,1,1,2,1,6,5,2,2,3,8,4,-,4,1,1,4,2,1,1,-,-,2439,-
532,"25202","001003","","","","ïFç™és","ëDí¨",146,7,5,11,11,7,12,7,9,12,8,7,8,8,8,11,7,7,-,1,-,-,-,6138,-,66,1,3,6,3,5,5,3,5,5,4,4,4,3,4,5,2,3,-,1,-,-,-,2802,-,80,6,2,5,8,2,7,4,4,7,4,3,4,5,4,6,5,4,-,-,-,-,-,3336,-
533,"25202","0020","","","","ïFç™és","àÆí¨",244,6,8,14,11,8,10,7,12,22,13,22,19,18,19,26,16,7,5,-,1,-,-,11923,7,114,1,5,9,7,2,4,4,8,11,7,12,7,9,10,9,7,1,1,-,-,-,-,5255,3,130,5,3,5,4,6,6,3,4,11,6,10,12,9,9,17,9,6,4,-,1,-,-,6668,4
534,"25202","002001","","","","ïFç™és","àÆí¨",117,6,5,10,5,2,3,4,10,8,5,8,3,7,14,14,6,5,2,-,-,-,-,5480,1,55,1,4,6,3,1,1,1,6,3,4,4,2,1,8,6,3,1,-,-,-,-,-,2445,-,62,5,1,4,2,1,2,3,4,5,1,4,1,6,6,8,3,4,2,-,-,-,-,3035,1
535,"25202","002002","","","","ïFç™és","àÆí¨",71,-,3,4,2,2,4,3,1,6,6,7,8,5,2,8,6,2,2,-,-,-,-,3555,-,33,-,1,3,1,-,2,3,1,3,2,5,3,3,-,2,3,-,1,-,-,-,-,1547,-,38,-,2,1,1,2,2,-,-,3,4,2,5,2,2,6,3,2,1,-,-,-,-,2008,-
536,"25202","002003","","","","ïFç™és","àÆí¨",56,-,-,-,4,4,3,-,1,8,2,7,8,6,3,4,4,-,1,-,1,-,-,2888,6,26,-,-,-,3,1,1,-,1,5,1,3,2,5,2,1,1,-,-,-,-,-,-,1263,3,30,-,-,-,1,3,2,-,-,3,1,4,6,1,1,3,3,-,1,-,1,-,-,1625,3
537,"25202","0030","","","","ïFç™és","å≥í¨",123,3,4,8,9,4,6,6,3,8,4,14,10,7,12,8,8,6,2,1,-,-,-,5822,1,53,-,1,5,3,1,1,5,1,3,1,7,6,4,4,5,2,3,1,-,-,-,-,2591,1,70,3,3,3,6,3,5,1,2,5,3,7,4,3,8,3,6,3,1,1,-,-,-,3231,-
538,"25202","0040","","","","ïFç™és","ëÂìåí¨",348,22,18,9,14,18,34,28,30,20,28,27,23,18,24,20,7,5,3,-,-,-,-,14067,15,164,11,10,5,10,8,14,10,18,9,14,18,9,5,11,8,2,2,-,-,-,-,-,6255,6,184,11,8,4,4,10,20,18,12,11,14,9,14,13,13,12,5,3,3,-,-,-,-,7812,9
539,"25202","004001","","","","ïFç™és","ëÂìåí¨",33,-,2,1,3,2,1,2,2,3,3,1,3,2,5,2,-,1,-,-,-,-,-,1458,7,14,-,-,-,3,-,-,-,1,2,1,1,1,1,3,1,-,-,-,-,-,-,-,668,3,19,-,2,1,-,2,1,2,1,1,2,-,2,1,2,1,-,1,-,-,-,-,-,790,4
540,"25202","004002","","","","ïFç™és","ëÂìåí¨",148,9,8,3,7,6,13,8,16,10,16,14,8,6,9,7,3,3,2,-,-,-,-,6043,4,65,2,5,2,5,2,4,3,8,4,9,9,4,1,4,2,-,1,-,-,-,-,-,2517,-,83,7,3,1,2,4,9,5,8,6,7,5,4,5,5,5,3,2,2,-,-,-,-,3526,4
541,"25202","004003","","","","ïFç™és","ëÂìåí¨",167,13,8,5,4,10,20,18,12,7,9,12,12,10,10,11,4,1,1,-,-,-,-,6566,4,85,9,5,3,2,6,10,7,9,3,4,8,4,3,4,5,2,1,-,-,-,-,-,3070,3,82,4,3,2,2,4,10,11,3,4,5,4,8,7,6,6,2,-,1,-,-,-,-,3496,1
542,"25202","0050","","","","ïFç™és","ç≤òaí¨",478,24,23,32,18,20,36,20,41,26,39,33,39,27,27,36,15,13,8,1,-,-,-,20405,9,232,12,11,11,7,10,21,11,15,17,23,20,23,14,13,12,5,4,3,-,-,-,-,9764,1,246,12,12,21,11,10,15,9,26,9,16,13,16,13,14,24,10,9,5,1,-,-,-,10641,8
543,"25202","005001","","","","ïFç™és","ç≤òaí¨",119,14,7,6,5,5,5,9,13,9,6,6,8,5,8,4,7,1,1,-,-,-,-,4530,-,58,8,3,1,1,2,5,5,5,5,5,4,3,3,3,2,2,1,-,-,-,-,-,2186,-,61,6,4,5,4,3,-,4,8,4,1,2,5,2,5,2,5,-,1,-,-,-,-,2344,-
544,"25202","005002","","","","ïFç™és","ç≤òaí¨",145,8,9,8,4,4,9,7,17,6,16,15,12,8,5,8,2,4,3,-,-,-,-,6052,3,73,3,4,4,2,1,4,4,8,5,10,9,9,4,3,1,1,1,-,-,-,-,-,3017,-,72,5,5,4,2,3,5,3,9,1,6,6,3,4,2,7,1,3,3,-,-,-,-,3035,3
545,"25202","005003","","","","ïFç™és","ç≤òaí¨",157,1,6,12,5,9,18,3,9,6,16,7,16,13,8,11,6,6,4,1,-,-,-,7178,6,78,1,3,5,4,5,10,1,2,3,8,5,9,7,6,3,2,1,3,-,-,-,-,3454,1,79,-,3,7,1,4,8,2,7,3,8,2,7,6,2,8,4,5,1,1,-,-,-,3724,5
546,"25202","005004","","","","ïFç™és","ç≤òaí¨",57,1,1,6,4,2,4,1,2,5,1,5,3,1,6,13,-,2,-,-,-,-,-,2645,-,23,-,1,1,-,2,2,1,-,4,-,2,2,-,1,6,-,1,-,-,-,-,-,1107,-,34,1,-,5,4,-,2,-,2,1,1,3,1,1,5,7,-,1,-,-,-,-,-,1538,-
547,"25202","0060","","","","ïFç™és","óßâ‘í¨",161,8,8,10,6,8,9,4,14,4,8,16,10,20,8,11,7,4,2,4,-,-,-,7252,3,72,3,5,5,3,3,7,1,6,-,3,8,6,7,3,8,2,2,-,-,-,-,-,3070,2,89,5,3,5,3,5,2,3,8,4,5,8,4,13,5,3,5,2,2,4,-,-,-,4182,1
548,"25202","0070","","","","ïFç™és","ãûí¨",1241,35,42,49,66,67,74,56,65,69,75,95,80,94,113,93,72,52,29,12,-,-,3,59237,23,578,22,29,27,32,33,34,31,29,30,37,45,39,40,48,42,28,15,9,5,-,-,3,25752,12,663,13,13,22,34,34,40,25,36,39,38,50,41,54,65,51,44,37,20,7,-,-,-,33485,11
549,"25202","007001","","","","ïFç™és","ãûí¨ÇPíöñ⁄",393,10,13,13,13,14,29,22,23,21,19,43,33,29,26,23,25,23,10,4,-,-,-,19261,11,187,9,10,8,6,8,13,11,12,11,8,16,19,16,9,9,11,6,4,1,-,-,-,8378,5,206,1,3,5,7,6,16,11,11,10,11,27,14,13,17,14,14,17,6,3,-,-,-,10883,6
550,"25202","007002","","","","ïFç™és","ãûí¨ÇQíöñ⁄",361,9,13,11,27,28,21,9,19,16,19,30,20,31,35,29,21,11,6,3,-,-,3,16824,-,181,6,9,6,15,15,10,7,9,7,8,16,10,13,17,13,8,5,2,2,-,-,3,7896,-,180,3,4,5,12,13,11,2,10,9,11,14,10,18,18,16,13,6,4,1,-,-,-,8928,-
551,"25202","007003","","","","ïFç™és","ãûí¨ÇRíöñ⁄",487,16,16,25,26,25,24,25,23,32,37,22,27,34,52,41,26,18,13,5,-,-,-,23152,12,210,7,10,13,11,10,11,13,8,12,21,13,10,11,22,20,9,4,3,2,-,-,-,9478,7,277,9,6,12,15,15,13,12,15,20,16,9,17,23,30,21,17,14,10,3,-,-,-,13674,5
